species,lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
Mimulus floribundus,32.64422,-116.78141,118,6216,90,-91,94,55
Mimulus floribundus,32.7486,-116.66677,93,5478,84,-89,43,54
Mimulus floribundus,42.12978,-116.11048,-41,2547,42,-72,72,43
Mimulus floribundus,33.47114,-117.31698,118,6156,86,-90,97,52
Mimulus floribundus,36.4507014341618,-118.593773821486,-1,2259,83,-92,-26,42
Mimulus floribundus,36.7781,-119.4178,74,6108,96,-95,71,44
Mimulus floribundus,46.66366,-118.22373,1,3924,51,-92,62,38
Mimulus floribundus,39.00815,-114.18265,-20,3351,26,50,82,42
Mimulus floribundus,32.88727,-116.44724,43,4020,76,-85,-7,46
Mimulus floribundus,33.34176,-116.90197,60,4509,82,-89,-11,47
Mimulus floribundus,33.5440999991306,-116.50542,48,4299,73,-86,6,47
Mimulus floribundus,33.03798,-117.23896,128,6171,92,-90,101,52
Mimulus floribundus,33.5382899991307,-116.46147,16,2898,70,-81,-35,46
Mimulus floribundus,32.81302,-116.83831,126,6384,90,-91,84,55
Mimulus floribundus,33.39284,-117.01364,88,5526,86,-90,34,50
Mimulus floribundus,32.83589,-116.53068,65,4872,80,-88,22,49
Mimulus floribundus,42.68,-118.5353,-50,1941,36,-76,75,43
Mimulus floribundus,42.647,-118.5768,-83,975,41,-89,30,42
Mimulus floribundus,46.86917,-120.11667,-27,3408,47,-87,131,36
Mimulus floribundus,42.6044,-123.5881,44,4044,84,-94,-62,49
Mimulus floribundus,50,-120,-83,1815,30,43,65,32
Mimulus floribundus,27.4,-108.85,176,8793,86,59,61,59
Mimulus floribundus,33.38114,-117.5731,125,5925,91,-90,100,55
Mimulus floribundus,45.212,-117.3697,-90,1296,44,-89,24,40
Mimulus floribundus,48.39996,-119.50692,-35,3669,40,-83,93,34
Mimulus floribundus,47.96121,-120.53303,-60,2319,63,-90,41,35
Mimulus floribundus,42.189,-120.2958,-27,2388,54,-92,43,42
Mimulus floribundus,42.6186,-118.4972,-13,3216,34,-50,97,43
Mimulus floribundus,45.1785,-121.0858,8,3879,58,-94,62,42
Mimulus floribundus,42.0798,-120.345,-17,2982,60,-94,53,42
Mimulus floribundus,33.87,-116.83,66,5085,78,-91,25,49
Mimulus floribundus,45.7066,-120.6037,11,4290,63,-91,94,38
Mimulus floribundus,44.4633,-118.7089,-25,2949,40,-74,58,43
Mimulus floribundus,42.4668,-124.3689,79,4119,83,-91,-117,54
Mimulus floribundus,46.91028,-117.07472,-18,2982,49,-93,14,37
Mimulus floribundus,39.62778,-105.41797,-45,2235,53,88,15,45
Mimulus floribundus,45.6228,-122.7006,40,4194,64,-94,-46,40
Mimulus floribundus,47.15262,-119.26108,-22,3876,56,-87,146,33
Mimulus floribundus,44.9137,-120.47,17,4152,45,-78,97,42
Mimulus floribundus,49,-116,-85,1791,34,-81,0,33
Mimulus floribundus,42.03,-123.6167,34,3864,87,-94,-88,49
Mimulus floribundus,33.7332,-116.8228,91,5979,79,-90,65,49
Mimulus floribundus,47.28167,-117.15444,-22,3009,48,-92,22,36
Mimulus floribundus,40.97448,-111.45307,-55,2607,27,-45,25,41
Mimulus floribundus,45.9134,-119.3328,12,4368,57,-91,106,37
Mimulus floribundus,45.5649,-122.4093,43,4278,63,-96,-65,40
Mimulus floribundus,45.6338,-120.9111,12,4359,68,-91,84,38
Mimulus floribundus,44.2464,-117.5161,-30,3690,44,-80,98,36
Mimulus floribundus,38.4238,-112.28809,-45,2628,11,35,56,43
Mimulus floribundus,45.715,-121.46333,17,4098,77,-94,-19,39
Mimulus floribundus,39.27875,-119.79703,-3,3342,53,-91,83,46
Mimulus floribundus,48.59417,-118.05861,-44,3189,31,-63,49,35
Mimulus floribundus,44.9098,-116.9487,-30,3561,53,-91,53,38
Mimulus floribundus,41.2981,-106.1408,-59,2106,29,83,41,39
Mimulus floribundus,46.70306,-117.46833,11,4224,46,-89,55,38
Mimulus floribundus,44.9111,-120.425,15,4044,44,-78,90,42
Mimulus floribundus,44.0583,-121.3142,-1,2760,49,-80,62,48
Mimulus floribundus,47.30028,-117.97444,-24,3258,48,-91,70,37
Mimulus floribundus,46.45306,-122.55361,30,3495,66,-93,-111,44
Mimulus floribundus,46.59255,-120.46107,-13,3717,50,-90,142,38
Mimulus floribundus,45.6913,-121.6983,20,4041,77,-95,-73,38
Mimulus floribundus,45.7223,-122.8192,40,4137,65,-94,-51,42
Mimulus floribundus,45.6528,-118.9258,13,4197,51,-90,74,38
Mimulus floribundus,45.6553,-122.7673,40,4164,65,-94,-46,41
Mimulus floribundus,34.2243699991222,-117.68372,40,4137,92,-91,-31,46
Mimulus floribundus,39.0494699990767,-120.13612,-12,2364,79,-94,0,45
Mimulus floribundus,40.37833,-122.01889,74,5850,86,-97,-12,42
Mimulus floribundus,35.96833,-118.86556,83,6486,93,-95,102,45
Mimulus floribundus,33.74472,-117.44722,113,6186,83,-90,91,52
Mimulus floribundus,38.67939,-119.59103,-30,2010,63,-93,39,44
Mimulus floribundus,36.7826,-118.293,6,3231,72,-93,32,42
Mimulus floribundus,37.06235,-121.82533,83,4869,95,-92,-25,53
Mimulus floribundus,34.34528,-117.82917,10,2649,85,-89,-48,45
Mimulus floribundus,40.67462,-121.38037,-12,2520,73,-96,-30,45
Mimulus floribundus,34.34472,-118.42917,76,5352,93,-90,38,45
Mimulus floribundus,33.3885199991326,-116.75186,73,5220,79,-89,35,49
Mimulus floribundus,34.4267,-118.10797,60,5034,90,-90,55,44
Mimulus floribundus,34.1537,-116.86469,5,2658,74,-87,-35,48
Mimulus floribundus,38.7006499990792,-119.84354,-6,2793,72,-93,9,44
Mimulus floribundus,34.20404,-116.76683,-6,2127,70,-84,43,46
Mimulus floribundus,34.24757,-116.89091,8,3000,74,-88,-19,49
Mimulus floribundus,34.16903,-116.92076,27,3711,79,-91,-20,48
Mimulus floribundus,34.20963,-116.79433,-3,2286,70,-85,-7,47
Mimulus floribundus,34.20388,-116.72243,-2,2337,69,-84,-26,47
Mimulus floribundus,34.21306,-116.7775,-6,2148,70,-84,43,47
Mimulus floribundus,34.15757,-116.7394,3,2571,70,-85,-35,47
Mimulus floribundus,39.3219399990749,-120.38167,-20,2151,81,-94,-5,44
Mimulus floribundus,34.1689199991228,-116.77006,5,2715,71,-86,-30,47
Mimulus floribundus,34.13583,-116.75475,0,2439,71,-85,-41,47
Mimulus floribundus,34.22417,-116.82583,1,2526,72,-86,-36,47
Mimulus floribundus,34.15667,-116.94028,10,2958,76,-89,-29,49
Mimulus floribundus,34.19635,-116.78084,-6,2154,70,-84,9,47
Mimulus floribundus,34.2063899991224,-116.95134,2,2556,74,-87,-39,48
Mimulus floribundus,34.15195,-116.77934,12,3045,73,-87,-20,49
Mimulus floribundus,34.15,-117.92917,123,6507,94,-89,53,54
Mimulus floribundus,37.05637,-119.73388,73,5973,95,-96,70,45
Mimulus floribundus,39.0717099990766,-122.48685,54,4548,93,-93,-34,47
Mimulus floribundus,37.0813,-119.38575,50,4611,93,-95,-28,45
Mimulus floribundus,35.69667,-118.21194,71,5982,82,-90,125,44
Mimulus floribundus,37.95835,-120.45414,61,5253,93,-96,-9,46
Mimulus floribundus,37.25196,-119.4349,24,3270,91,-94,-61,46
Mimulus floribundus,34.2757899991216,-116.96535,6,2820,75,-89,-28,48
Mimulus floribundus,34.1740899991228,-116.83787,17,3267,75,-89,-18,49
Mimulus floribundus,34.46667,-119.2875,101,5601,98,-89,30,55
Mimulus floribundus,38.06401,-120.35788,58,5073,93,-96,-29,46
Mimulus floribundus,34.29875,-116.99107,8,2949,76,-89,-25,48
Mimulus floribundus,34.04167,-117.54306,126,6579,85,-90,91,54
Mimulus floribundus,34.21917,-116.98028,2,2556,75,-87,-39,48
Mimulus floribundus,34.37861,-117.69139,12,2877,83,-89,-36,46
Mimulus floribundus,36.9426999990934,-119.23754,73,5943,95,-95,24,42
Mimulus floribundus,33.72028,-117.65,113,5991,89,-90,62,53
Mimulus floribundus,35.8396,-118.03727,27,3912,76,-92,44,42
Mimulus floribundus,35.41944,-118.25694,46,4554,82,-92,64,43
Mimulus floribundus,34.16611,-117.90056,121,6444,94,-89,45,54
Mimulus floribundus,34.3154899991211,-116.90567,3,2691,73,-87,-28,47
Mimulus floribundus,33.36611,-116.67556,63,4812,76,-88,21,48
Mimulus floribundus,33.71139,-116.70889,55,4521,76,-89,7,49
Mimulus floribundus,34.3475,-117.91083,20,3117,88,-89,-41,45
Mimulus floribundus,34.2210899991222,-116.96096,2,2571,75,-88,-38,48
Mimulus floribundus,33.82181,-117.74653,123,6222,88,-90,76,55
Mimulus floribundus,37.8847199990853,-119.84594,32,3888,89,-96,-52,45
Mimulus floribundus,37.0766699990922,-118.94028,1,2265,84,-92,-45,44
Mimulus floribundus,34.88194,-118.76278,55,4866,91,-93,71,40
Mimulus floribundus,34.35694,-117.84861,13,2841,86,-89,-43,45
Mimulus floribundus,36.07389,-118.92602,80,6267,94,-95,82,45
Mimulus floribundus,37.4067999990893,-120.14224,69,5709,95,-97,41,46
Mimulus floribundus,33.61861,-117.2025,100,5886,89,-90,59,50
Mimulus floribundus,39.60556,-121.55278,70,5529,93,-96,-43,42
Mimulus floribundus,34.08972,-117.13861,105,6387,87,-91,93,50
Mimulus floribundus,35.32087,-120.42483,85,5109,97,-92,25,57
Mimulus floribundus,33.59278,-117.46861,108,5937,88,-91,68,51
Mimulus floribundus,39.38222,-122.55167,64,5292,90,-93,26,47
Mimulus floribundus,33.79962,-116.64072,12,2772,72,-84,-38,47
Mimulus floribundus,34.195,-117.0925,20,3381,82,-91,-34,48
Mimulus floribundus,39.33528,-121.34695,64,5403,94,-96,-37,43
Mimulus floribundus,33.46833,-117.04278,108,6210,86,-90,82,51
Mimulus floribundus,33.74111,-116.84361,101,6321,80,-89,86,50
Mimulus floribundus,34.43333,-117.87417,50,4734,91,-91,25,44
Mimulus floribundus,38.2597399990824,-120.81209,70,5601,93,-97,11,45
Mimulus floribundus,34.43389,-118.45167,90,5766,92,-90,49,48
Mimulus floribundus,33.30222,-116.90972,83,5409,85,-90,28,50
Mimulus floribundus,34.22167,-117.29389,66,5253,91,-93,17,48
Mimulus floribundus,34.044,-117.33233,118,6573,87,-90,111,52
Mimulus floribundus,33.73278,-116.7225,50,4317,77,-89,-1,50
Mimulus floribundus,33.52422,-116.95694,96,5895,85,-90,57,50
Mimulus floribundus,34.18361,-116.70806,-6,2178,69,-83,10,47
Mimulus floribundus,34.43639,-117.89583,53,4812,90,-91,32,44
Mimulus floribundus,34.39583,-117.80778,41,4302,92,-91,-7,45
Mimulus floribundus,34.40972,-117.85417,45,4452,92,-91,3,44
Mimulus floribundus,34.1214,-116.8267,-11,1926,70,-83,31,47
Mimulus floribundus,35.7193899991054,-117.97871,30,4062,77,-91,53,42
Mimulus floribundus,33.27083,-116.53222,50,4398,77,-87,0,47
Mimulus floribundus,33.11861,-116.895,115,6303,88,-91,74,52
Mimulus floribundus,34.49,-118.92806,83,5376,96,-90,33,47
Mimulus floribundus,34.43417,-118.61639,106,6027,95,-90,66,52
Mimulus floribundus,39.2276299990755,-122.72095,50,4338,93,-93,-46,48
Mimulus floribundus,34.26806,-117.13944,37,4251,88,-93,-21,47
Mimulus floribundus,34.075,-116.85,-3,2226,72,-85,-15,47
Mimulus floribundus,33.44167,-117.14167,98,5772,88,-91,50,50
Mimulus floribundus,34.13972,-117.64333,106,6192,94,-90,36,51
Mimulus floribundus,34.19627,-118.26582,91,5670,94,-89,20,48
Mimulus floribundus,34.19639,-118.25166,100,5850,94,-89,24,49
Mimulus floribundus,33.46777,-117.56726,121,5925,87,-90,91,54
Mimulus floribundus,32.93222,-116.49028,45,4089,77,-86,-9,46
Mimulus floribundus,43.32727,-113.91575,-70,2823,43,-81,82,36
Mimulus floribundus,39.25,-122.7,35,3396,92,-91,-83,47
Mimulus floribundus,34.6369999991173,-118.997,40,3753,92,-90,1,41
Mimulus floribundus,39.24167,-122.70833,35,3396,92,-91,-83,47
Mimulus floribundus,34.23694,-118.29028,100,5910,94,-89,31,50
Mimulus floribundus,34.3333299991209,-117.49167,65,5283,91,-92,29,46
Mimulus floribundus,34.04167,-117.41667,118,6450,90,-90,81,52
Mimulus floribundus,34.01667,-117.38333,121,6558,85,-89,109,53
Mimulus floribundus,34.1775,-117.75722,96,5940,94,-90,21,49
Mimulus floribundus,33.7292,-116.7667,59,4677,77,-90,11,49
Mimulus floribundus,34.43306,-117.73611,35,4107,91,-91,-13,45
Mimulus floribundus,34.20194,-117.70111,44,4236,93,-91,-28,46
Mimulus floribundus,34.25833,-117.74222,68,5211,93,-91,15,46
Mimulus floribundus,34.5476486208182,-118.812458187842,91,5709,95,-91,50,50
Mimulus floribundus,34.01944,-117.46917,123,6576,83,-90,102,54
Mimulus floribundus,34.043,-117.45433,123,6573,87,-90,93,53
Mimulus floribundus,34.2149999991223,-119.253,123,5667,98,-89,76,61
Mimulus floribundus,34.43333,-118.35,86,5778,92,-90,51,48
Mimulus floribundus,33.8,-117.31667,95,5742,91,-91,35,50
Mimulus floribundus,34.48278,-118.12333,65,5328,87,-90,94,44
Mimulus floribundus,35.8828954635509,-121.233727853457,88,4713,96,-94,69,62
Mimulus floribundus,35.88445,-121.2,86,4749,96,-94,69,61
Mimulus floribundus,41.6317741028178,-122.009223376958,-18,2592,64,-94,32,46
Mimulus floribundus,34.21778,-117.69806,56,4812,93,-91,-3,46
Mimulus floribundus,33.99333,-116.84444,70,5265,80,-92,33,49
Mimulus floribundus,34.3433299991208,-117.70222,37,4128,91,-91,-21,45
Mimulus floribundus,34.8082694454786,-119.104837607705,11,2538,91,-88,-52,41
Mimulus floribundus,37.51722,-118.63416,-6,2820,60,-92,75,45
Mimulus floribundus,34.18861,-117.68389,63,4980,93,-91,-1,47
Mimulus floribundus,34.32528,-117.7225,43,4314,92,-91,-14,45
Mimulus floribundus,34.30333,-117.73472,65,5187,92,-91,23,46
Mimulus floribundus,34.34361,-117.72806,43,4329,91,-91,-11,45
Mimulus floribundus,36.072,-121.34646,86,4740,96,-94,40,62
Mimulus floribundus,35.3499165732686,-120.260699795345,70,4821,96,-92,11,52
Mimulus floribundus,34.27417,-117.57306,13,2964,84,-90,-42,46
Mimulus floribundus,42.9447,-116.6594,-60,1965,47,-90,64,41
Mimulus floribundus,34.295,-117.62444,6,2559,82,-89,-49,46
Mimulus floribundus,34.8139999991153,-120.5775,111,4959,97,-85,67,63
Mimulus floribundus,34.3069399991212,-117.62583,0,2208,81,-88,-61,46
Mimulus floribundus,40.3681934655039,-122.074905840955,75,6054,85,-97,4,42
Mimulus floribundus,34.04222,-117.43806,121,6531,88,-90,91,53
Mimulus floribundus,40.3433299990689,-122.06417,75,6012,86,-97,3,42
Mimulus floribundus,34.745199999116,-120.5237,110,4902,97,-84,59,62
Mimulus floribundus,33.4386,-116.9711,75,5112,84,-90,15,49
Mimulus floribundus,34.62944,-118.53139,75,5547,92,-91,64,43
Mimulus floribundus,34.21083,-116.52806,59,5124,69,-87,59,47
Mimulus floribundus,36.0097909542704,-121.402733143597,86,4521,96,-92,23,62
Mimulus floribundus,33.56667,-117.24167,110,6201,87,-90,92,51
Mimulus floribundus,37.59722,-120.13056,64,5373,94,-97,2,46
Mimulus floribundus,34.33333,-118.51667,96,5772,93,-90,40,49
Mimulus floribundus,34.6818999991168,-120.5268,115,5109,97,-85,70,63
Mimulus floribundus,34.09167,-116.95833,48,4455,83,-92,-7,48
Mimulus floribundus,34.32667,-117.63111,0,2241,80,-88,-59,46
Mimulus floribundus,37.5444314151393,-119.251972021335,-3,2331,82,-94,-26,46
Mimulus floribundus,33.96667,-116.8,81,5697,77,-92,54,49
Mimulus floribundus,35.9752922972462,-121.341431358485,88,4653,96,-94,43,63
Mimulus floribundus,33.98333,-117.38333,121,6546,83,-89,116,53
Mimulus floribundus,34.1099999991236,-118.939,103,5406,96,-86,25,52
Mimulus floribundus,34.1917,-117.2667,86,5844,91,-92,39,49
Mimulus floribundus,34.492599999119,-119.7949,93,5178,98,-89,8,52
Mimulus floribundus,33.8526999991267,-117.1108,108,6378,85,-89,105,50
Mimulus floribundus,39.3452167364383,-121.493277699836,71,5919,93,-96,10,42
Mimulus floribundus,32.87917,-116.58444,65,4764,80,-89,10,49
Mimulus floribundus,34.19611,-117.31028,95,6111,91,-91,51,49
Mimulus floribundus,34.6693999991169,-118.9498,30,3264,92,-89,-19,41
Mimulus floribundus,35.62361,-120.68028,83,5328,96,-91,64,56
Mimulus floribundus,34.16917,-117.47889,103,6207,93,-90,41,50
Mimulus floribundus,34.2908,-117.5301,41,4308,91,-92,-19,46
Mimulus floribundus,34.31833,-117.59139,25,3576,89,-91,-35,46
Mimulus floribundus,34.28222,-117.41972,55,4878,91,-92,6,46
Mimulus floribundus,33.5261,-117.4264,115,6021,86,-90,84,52
Mimulus floribundus,33.48583,-117.39528,98,5589,91,-90,38,50
Mimulus floribundus,34.205,-117.0875,20,3441,82,-91,-33,48
Mimulus floribundus,34.2873,-118.112,45,4242,93,-90,-13,44
Mimulus floribundus,34.15833,-117.83861,116,6369,94,-90,42,53
Mimulus floribundus,34.3065,-118.1112,65,5067,92,-90,35,45
Mimulus floribundus,34.15,-116.79167,2,2511,72,-86,-39,48
Mimulus floribundus,34.25167,-117.55667,41,4260,92,-91,-23,46
Mimulus floribundus,33.5899871090104,-117.141610246753,110,6270,85,-90,93,51
Mimulus floribundus,33.6019999991299,-116.497,70,5376,71,-84,67,48
Mimulus floribundus,32.87278,-118.41917,126,5490,98,-80,110,49
Mimulus floribundus,33.4533,-116.9589,98,5958,85,-90,61,50
Mimulus floribundus,34.62639,-118.40639,66,5391,90,-91,75,41
Mimulus floribundus,34.2738699991216,-117.62561,16,3021,85,-90,-41,46
Mimulus floribundus,37.3960667683434,-120.277524101788,71,5892,95,-97,70,46
Mimulus floribundus,35.4173,-120.753,86,4737,97,-92,6,58
Mimulus floribundus,38.6546,-122.5649,64,4653,95,-92,-51,48
Mimulus floribundus,36.85833,-119,71,5874,94,-95,15,41
Mimulus floribundus,37.0523,-121.9402,91,5103,95,-95,-1,58
Mimulus floribundus,34.240389999122,-117.59887,6,2490,82,-89,-54,46
Mimulus floribundus,37.659076825972,-118.210578829288,-40,1668,34,-80,101,43
Mimulus floribundus,37.630377169423,-118.247379361346,-98,444,48,-80,55,40
Mimulus floribundus,34.4659473611806,-119.301668480227,98,5541,98,-89,27,54
Mimulus floribundus,37.0328616656581,-121.972258368902,91,4968,95,-94,-14,58
Mimulus floribundus,36.74661,-118.26381,20,4041,72,-92,66,42
Mimulus floribundus,37.8208561338618,-120.44173317811,65,5469,94,-97,14,46
Mimulus floribundus,34.01306,-116.56111,105,6927,74,-83,145,47
Mimulus floribundus,36.075,-118.95,81,6384,96,-94,101,45
Mimulus floribundus,34.66667,-120.41667,113,5223,97,-89,63,63
Mimulus floribundus,35.7212186605706,-118.687067855097,60,5112,89,-94,36,43
Mimulus floribundus,37.08333,-122.25,96,4710,94,-94,-19,60
Mimulus floribundus,36.2352,-117.0737,-5,2937,49,-78,72,41
Mimulus floribundus,34.2413,-117.6484,41,4203,92,-91,-27,46
Mimulus floribundus,35.67222,-118.325,74,6003,83,-91,110,44
Mimulus floribundus,34.67821,-120.42949,113,5136,97,-88,58,62
Mimulus floribundus,39.3758856772686,-122.737966937815,6,2394,90,-88,-114,45
Mimulus floribundus,33.81667,-117.25417,103,6144,87,-90,88,50
Mimulus floribundus,33.8029795610457,-117.355617243133,98,5892,91,-91,50,50
Mimulus floribundus,33.5941,-117.4873,113,6018,87,-90,81,52
Mimulus floribundus,34,-116.66667,90,6177,75,-89,91,48
Mimulus floribundus,39.3722755542105,-122.760467403549,3,2274,89,-88,-119,45
Mimulus floribundus,33.98333,-117.21667,93,5850,90,-92,36,50
Mimulus floribundus,34.2602099991217,-116.86943,10,3045,75,-88,-17,49
Mimulus floribundus,34.3,-116.85,2,2610,72,-87,-31,47
Mimulus floribundus,34.2503,-116.8657,8,3012,73,-88,-18,49
Mimulus floribundus,40.94381,-123.48144,17,2955,84,-92,-89,49
Mimulus floribundus,36.8081,-118.4016,-49,1167,64,-86,86,41
Mimulus floribundus,34.269959196151,-118.400645905577,113,6180,94,-90,63,52
Mimulus floribundus,34.2217199991222,-117.08329,16,3216,80,-90,-32,48
Mimulus floribundus,36.1621175442331,-118.710233281917,69,5601,90,-94,37,43
Mimulus floribundus,34.21167,-117.11389,20,3396,82,-91,-34,48
Mimulus floribundus,34.7869999991156,-120.349,108,5184,97,-90,54,62
Mimulus floribundus,34.834699999115,-120.4083,103,4977,98,-90,34,62
Mimulus floribundus,33.975,-117.40833,121,6534,81,-89,116,53
Mimulus floribundus,34.1841,-117.5395,75,5457,94,-91,2,48
Mimulus floribundus,34.2023,-117.4873,44,4326,92,-92,-26,46
Mimulus floribundus,39.1913899990758,-120.13111,-17,2310,77,-94,3,45
Mimulus floribundus,34.2804,-118.2975,106,6078,93,-89,46,51
Mimulus floribundus,40.96921,-105.34861,-46,2280,61,83,33,40
Mimulus floribundus,36.4558995906506,-118.825679286427,66,5580,92,-95,20,42
Mimulus floribundus,34.2163,-117.4639,86,5847,94,-91,19,48
Mimulus floribundus,34.3819496776503,-119.302667623919,113,5688,98,-90,52,59
Mimulus floribundus,34.4309999991197,-119.3,108,5670,98,-90,42,57
Mimulus floribundus,34.3472,-117.8102,4,2319,83,-89,-58,45
Mimulus floribundus,37.25472,-118.57778,-13,2178,61,-89,76,44
Mimulus floribundus,35.8879289408392,-118.07402543364,4,2673,75,-91,-7,42
Mimulus floribundus,36.1564776008838,-118.721243474581,75,5958,92,-94,50,43
Mimulus floribundus,34.36083,-118.49111,98,5844,93,-90,46,50
Mimulus floribundus,34.2314,-117.4836,79,5607,94,-91,6,48
Mimulus floribundus,34.3324,-117.9429,20,3126,89,-90,-43,45
Mimulus floribundus,33.71194,-116.67833,54,4443,76,-88,6,49
Mimulus floribundus,34.3796,-118.0283,17,2979,88,-89,-43,44
Mimulus floribundus,34.3318,-117.929,20,3105,88,-90,-42,45
Mimulus floribundus,34.2137,-117.5097,32,3822,90,-91,-40,46
Mimulus floribundus,35.788698708974,-118.447473040782,73,5781,86,-92,80,44
Mimulus floribundus,33.3794,-118.435,126,5775,95,-78,90,48
Mimulus floribundus,33.51667,-117.25,101,5820,89,-90,56,50
Mimulus floribundus,34.36222,-117.79583,10,2679,84,-89,-46,45
Mimulus floribundus,35.7299195445325,-118.535664443372,32,3654,88,-93,-3,44
Mimulus floribundus,35.5831222579298,-118.673866039319,48,4353,89,-94,19,44
Mimulus floribundus,34.0778,-116.8747,11,2916,75,-88,-31,48
Mimulus floribundus,34.6979999991166,-119.6444,25,2931,94,-86,-48,43
Mimulus floribundus,34.5341999991185,-119.6329,95,5367,98,-89,14,52
Mimulus floribundus,35.46306,-118.34389,17,3057,83,-92,-10,43
Mimulus floribundus,34.4329999991197,-119.249,106,5619,98,-89,35,57
Mimulus floribundus,37.1286,-119.2909,29,3534,91,-94,-49,45
Mimulus floribundus,37.0202202687239,-119.633704640237,73,6012,97,-96,68,45
Mimulus floribundus,34.2587,-118.155,68,5157,92,-90,31,45
Mimulus floribundus,34.4529999991194,-119.986,115,5538,98,-90,55,58
Mimulus floribundus,34.4929444947624,-119.595675433089,91,5235,98,-89,6,51
Mimulus floribundus,35.4624095515183,-120.803713335033,86,4776,97,-92,14,59
Mimulus floribundus,34.4959999991189,-119.971,103,5376,98,-89,25,55
Mimulus floribundus,35.2115313788333,-118.739163526754,91,6720,92,-92,139,44
Mimulus floribundus,34.5339999991185,-119.857,105,5550,98,-90,31,54
Mimulus floribundus,34.5009999991189,-119.8367,86,4872,98,-88,0,51
Mimulus floribundus,38.8735,-122.6692,56,4599,94,-93,-41,48
Mimulus floribundus,38.917064929774,-122.700059652032,58,4764,94,-94,-29,48
Mimulus floribundus,37.0083519659796,-119.447030161604,58,4956,94,-95,-19,44
Mimulus floribundus,33.9953,-117.2814,101,6105,91,-91,62,50
Mimulus floribundus,34.57917,-119.98528,110,5640,98,-90,42,54
Mimulus floribundus,34.4229999991198,-119.289,105,5598,98,-89,33,57
