species,lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
Mimulus douglasii,42.0063,-123.043,11,3318,73,-93,-25,47
Mimulus douglasii,38.2644,-122.3819,81,5238,95,-95,-10,54
Mimulus douglasii,35.53333,-118.53333,56,4905,86,-93,54,44
Mimulus douglasii,39.8591699990716,-121.77556,71,5523,91,-96,-36,43
Mimulus douglasii,39.7755599990721,-121.78111,71,5757,90,-97,-3,44
Mimulus douglasii,42.9149,-123.763,35,3354,83,-92,-93,49
Mimulus douglasii,39.4463899990741,-121.38556,64,5391,94,-96,-43,43
Mimulus douglasii,39.6552799990728,-121.56556,70,5721,92,-96,-26,43
Mimulus douglasii,39.6047199990732,-121.55861,70,5544,93,-96,-40,42
Mimulus douglasii,37.8603951882557,-120.453433946592,66,5520,94,-97,16,46
Mimulus douglasii,36.3331881333783,-120.730821733748,60,4653,95,-94,15,52
Mimulus douglasii,39.0366699990768,-122.45722,58,4866,94,-93,-13,47
Mimulus douglasii,42.1035,-123.6905,40,4089,88,-94,-95,48
Mimulus douglasii,38.83075,-122.76876,55,4224,94,-92,-62,48
Mimulus douglasii,39.3605599990747,-121.50639,71,5922,93,-97,8,43
Mimulus douglasii,39.3508299990747,-121.50583,71,5943,93,-97,11,43
Mimulus douglasii,35.638,-118.8346,76,6069,92,-94,80,43
Mimulus douglasii,37.3837074160644,-121.496241950297,74,5190,94,-94,22,47
Mimulus douglasii,39.2011099990757,-122.97417,61,4950,95,-94,-36,50
Mimulus douglasii,37.7085,-120.0981,51,4740,93,-96,-37,46
Mimulus douglasii,35.7142985326713,-118.728508738007,65,5430,91,-94,46,43
Mimulus douglasii,42.0944,-123.6835,40,4092,88,-94,-95,48
Mimulus douglasii,39.5530599990735,-121.43028,65,5547,93,-97,-41,43
Mimulus douglasii,35.6975,-118.6807,65,5391,90,-94,48,43
Mimulus douglasii,40.6474999990674,-122.95083,44,4776,87,-95,-43,47
Mimulus douglasii,42.3133,-123.7704,40,3852,87,-94,-93,48
Mimulus douglasii,38.4494592537761,-120.897991821928,70,5667,92,-97,13,45
Mimulus douglasii,35.8758957642658,-121.217727411488,90,4800,95,-95,84,62
Mimulus douglasii,39.7830599990721,-121.74361,71,5793,90,-97,-3,44
Mimulus douglasii,41.5601,-120.2961,-25,2412,57,-91,40,43
Mimulus douglasii,39.7208083906878,-121.658786798729,71,5625,92,-96,-35,42
Mimulus douglasii,36.0830891236906,-121.401833985737,86,4638,95,-93,26,62
Mimulus douglasii,35.6009999991066,-120.9514,74,4263,96,-91,-1,58
Mimulus douglasii,37.13333,-122.125,91,4920,95,-94,-16,57
Mimulus douglasii,37.87836,-120.43222,65,5415,94,-97,7,46
Mimulus douglasii,37.2242774905246,-119.389161381603,35,3987,92,-95,-42,45
Mimulus douglasii,37.145,-122.15333,90,4809,95,-93,-24,57
Mimulus douglasii,37.0196918124805,-119.432989969267,70,5664,95,-95,13,42
Mimulus douglasii,37.1414574164218,-122.186764572296,83,4431,94,-89,-43,55
Mimulus douglasii,36.8690635316013,-120.958093317897,73,5595,93,-94,112,48
Mimulus douglasii,42.2059,-123.6515,40,4152,88,-94,-87,48
Mimulus douglasii,35.7021583917268,-118.789770021234,65,5364,91,-94,41,43
Mimulus douglasii,37.9108,-122.6129,81,4443,94,-88,-55,54
Mimulus douglasii,37.92472,-122.61917,81,4446,94,-88,-55,54
Mimulus douglasii,39.3128327878062,-123.216717004145,71,4974,94,-94,-49,53
Mimulus douglasii,38.675,-122.5912,66,4902,95,-94,-46,49
Mimulus douglasii,38.69861,-122.40222,71,5415,95,-95,-9,50
Mimulus douglasii,39.8056064097523,-121.711689233175,70,5511,92,-95,-45,42
Mimulus douglasii,38.80167,-120.9075,70,5655,92,-97,-3,44
Mimulus douglasii,38.7269345479514,-120.785932854084,60,5106,93,-96,-37,46
Mimulus douglasii,36.6194491514801,-120.996331179314,70,5100,94,-93,53,52
Mimulus douglasii,39.8462079411015,-122.621470974476,65,5481,89,-95,10,45
Mimulus douglasii,37.8834540141461,-120.539036223233,68,5541,94,-97,20,46
Mimulus douglasii,37.3854767761455,-121.571213681989,75,5253,94,-94,22,48
Mimulus douglasii,38.9797,-122.8071,56,4701,94,-93,-34,48
Mimulus douglasii,37.8789930274142,-121.918367899684,73,4728,93,-91,-17,44
Mimulus douglasii,38.8273,-122.7327,56,4392,94,-92,-54,49
Mimulus douglasii,37.9133223104786,-121.914888265575,81,5340,94,-94,23,48
Mimulus douglasii,42.0611,-123.6469,37,4005,88,-94,-91,48
Mimulus douglasii,41.84556,-123.96833,70,4263,87,-94,-128,53
Mimulus douglasii,40.2041,-123.785,69,4710,92,-94,-83,48
Mimulus douglasii,37.8221922490274,-122.165682795631,88,5088,95,-93,1,52
Mimulus douglasii,39.5548963488705,-123.429595333524,60,4356,93,-94,-73,54
Mimulus douglasii,38.9635,-122.8293,59,4890,94,-94,-26,49
Mimulus douglasii,43.9331,-120.5538,-22,2568,33,-54,80,46
Mimulus douglasii,37.34361,-121.45194,71,5184,94,-94,23,47
Mimulus douglasii,38.9404,-122.891,60,4857,94,-94,-33,49
Mimulus douglasii,42.4104,-123.0494,37,4245,73,-94,0,47
Mimulus douglasii,37.9059473084534,-122.544672489704,91,5091,95,-94,-33,52
Mimulus douglasii,37.4358140641397,-121.767458785644,79,5097,94,-92,4,48
Mimulus douglasii,43.2167,-123.4343,50,4233,81,-93,-54,48
Mimulus douglasii,42.4392,-123.3272,43,4275,83,-95,-29,48
Mimulus douglasii,37.5822,-121.6011,74,5175,93,-93,19,46
Mimulus douglasii,38.0723,-120.5398,65,5373,94,-97,-4,46
Mimulus douglasii,42.1944,-123.6506,40,4152,89,-94,-88,48
Mimulus douglasii,42.9511,-123.3631,54,4401,79,-95,-31,49
Mimulus douglasii,37.9787711691583,-120.640079773207,69,5550,94,-97,19,46
Mimulus douglasii,38.5036,-122.4667,78,5346,95,-95,-19,53
Mimulus douglasii,37.9109068546384,-122.586583503925,86,4713,94,-91,-44,54
Mimulus douglasii,39.0483,-122.9229,60,4944,94,-94,-25,49
Mimulus douglasii,37.0535,-119.5371,70,5808,94,-96,32,43
Mimulus douglasii,38.03639,-120.40028,58,5073,93,-96,-27,46
Mimulus douglasii,44.5647,-123.2608,43,4017,76,-94,-61,44
Mimulus douglasii,38.9102458084854,-122.611937542139,58,4971,94,-94,-7,49
Mimulus douglasii,37.2092369183132,-122.054282432274,81,4602,95,-90,-33,52
Mimulus douglasii,43.2167,-123.3406,53,4350,78,-94,-43,48
Mimulus douglasii,38.5569,-122.3938,73,5145,96,-94,-33,49
Mimulus douglasii,37.796413969937,-122.023969237309,85,5226,94,-94,22,51
Mimulus douglasii,37.893,-122.27,91,5070,95,-93,-3,52
Mimulus douglasii,37.4177,-122.2576,91,4914,94,-94,6,55
Mimulus douglasii,37.11083,-121.84361,70,4422,94,-91,-18,49
Mimulus douglasii,36.7781,-119.4178,74,6108,96,-95,71,44
Mimulus douglasii,42.5457,-123.132,40,4242,76,-94,-12,47
Mimulus douglasii,43.2778,-123.4454,58,4479,80,-94,-44,47
Mimulus douglasii,42.5175,-123.4186,46,4260,83,-95,-40,49
Mimulus douglasii,43.4222,-123.2972,53,4338,78,-95,-55,47
Mimulus douglasii,38.3008,-120.7153,66,5409,93,-97,-8,46
Mimulus dudleyi,37.58,-120.46,71,5877,96,-97,65,45
Mimulus dudleyi,35.8819999991037,-118.90119,83,6465,93,-94,106,44
Mimulus dudleyi,39.60556,-121.55278,70,5529,93,-96,-43,42
Mimulus dudleyi,39.33528,-121.34694,64,5403,94,-96,-37,43
Mimulus dudleyi,37.41556,-120.22361,70,5787,96,-97,54,45
Mimulus dudleyi,35.8124153025699,-118.832472223741,78,6069,92,-94,71,44
Mimulus dudleyi,39.1883299990758,-121.82111,70,5778,92,-96,36,45
Mimulus dudleyi,37.8506553451599,-120.460133979562,66,5517,94,-97,16,46
Mimulus dudleyi,35.9164019916364,-118.929285616426,81,6441,95,-94,107,44
Mimulus dudleyi,35.6602629244056,-118.31204849563,74,5997,84,-91,113,44
Mimulus dudleyi,35.43722,-118.79028,95,6921,93,-93,134,44
Mimulus dudleyi,36.4539281239999,-119.028923990772,81,6246,95,-95,69,46
Mimulus dudleyi,36.3995198220911,-118.97619214463,81,6270,95,-95,70,46
Mimulus dudleyi,36.4090495982358,-118.975512237449,81,6270,95,-95,68,46
Mimulus dudleyi,36.15417,-118.74583,80,6159,93,-94,58,44
Mimulus dudleyi,35.6825,-118.32611,68,5655,82,-92,95,44
Mimulus dudleyi,35.72917,-118.54944,30,3540,88,-93,-8,44
Mimulus dudleyi,39.5955599990732,-121.53944,68,5499,93,-96,-45,42
Mimulus dudleyi,39.6027799990732,-121.57778,70,5643,92,-96,-30,43
Mimulus dudleyi,39.3461099990748,-121.51028,71,5943,93,-96,12,43
Mimulus dudleyi,39.3605599990747,-121.50639,71,5922,93,-97,8,43
Mimulus dudleyi,35.7117,-118.7791,65,5433,91,-94,44,43
Mimulus dudleyi,35.4726,-118.8284,88,6633,94,-93,119,43
Mimulus dudleyi,37.2153230483916,-119.993395321809,70,5913,95,-97,71,45
Mimulus dudleyi,35.64275,-118.83736,75,6012,92,-94,76,43
Mimulus dudleyi,35.7717,-118.8456,80,6258,92,-94,87,44
Mimulus dudleyi,35.5929109050773,-118.825289643846,75,5937,92,-94,76,43
Mimulus dudleyi,35.6976782629429,-118.82287073695,75,5952,91,-94,70,43
Mimulus dudleyi,37.0603197406832,-119.582443926711,74,5997,95,-96,58,44
Mimulus dudleyi,36.9200652847403,-119.277955185843,75,6027,95,-95,35,43
Mimulus dudleyi,36.9690038172798,-119.322576800634,71,5856,95,-95,23,42
Mimulus dudleyi,35.7423564564868,-118.915413366741,83,6510,92,-94,112,44
Mimulus dudleyi,36.1333277790273,-118.773894438126,81,6288,92,-95,68,44
Mimulus dudleyi,36.0475887339457,-118.930047098682,83,6438,96,-94,104,45
Mimulus dudleyi,35.7423165854167,-118.897972963516,83,6423,93,-94,102,44
Mimulus dudleyi,35.424845132504,-118.836438069166,95,6915,94,-93,151,43
Mimulus dudleyi,35.2487306830978,-118.700963046504,86,6507,92,-92,124,43
Mimulus dudleyi,35.7365,-118.7214,66,5433,91,-94,45,43
Mimulus dudleyi,36.06519766671,-119.015659278166,81,6366,95,-95,109,45
Mimulus dudleyi,36.1832451573954,-118.963359395098,79,6222,95,-95,76,45
Mimulus dudleyi,36.57083,-119.61111,70,6093,95,-94,109,44
Mimulus dudleyi,36.5512872456644,-118.835520604552,51,4824,92,-94,5,43
Mimulus dudleyi,36.4696785794083,-118.917331576557,81,6225,93,-95,45,45
Mimulus dudleyi,37.7264,-119.6116,32,4248,88,-96,-39,45
Mimulus eastwoodiae,37.54342,-109.72894,-20,3915,40,0,91,36
Mimulus eastwoodiae,38.1244,-110.5022,-25,4380,27,53,146,37
Mimulus eastwoodiae,38.745,-109.51589,-25,4311,19,30,110,36
Mimulus eastwoodiae,38.745,-109.2053,-30,3966,17,31,87,36
Mimulus eastwoodiae,37.5847,-110.5722,-5,4947,28,45,166,36
Mimulus eastwoodiae,38.1389,-110.4478,-27,4209,25,53,134,36
Mimulus eastwoodiae,37.12461,-111.07887,12,5505,30,37,202,35
Mimulus eastwoodiae,37.28444,-110.91974,6,5253,28,42,185,35
Mimulus eastwoodiae,37.2844,-109.5517,-12,4539,39,-8,139,40
Mimulus eastwoodiae,38.6936,-108.307,-30,3987,30,55,103,37
Mimulus eastwoodiae,38.2263,-108.953,-32,3834,24,26,78,38
Mimulus exiguus,34.2252,-116.72331,3,2622,70,-85,-30,47
Mimulus exiguus,34.20404,-116.76683,-6,2127,70,-84,43,46
Mimulus exiguus,34.304,-116.90061,4,2721,74,-87,-27,48
Mimulus exiguus,34.2277799991221,-116.82778,5,2751,73,-86,-27,48
Mimulus exiguus,34.21778,-116.81778,2,2577,71,-86,-35,48
Mimulus exiguus,36.6294,-121.7319,98,4848,94,-94,48,61
Mimulus exiguus,34.25806,-116.88361,10,3030,75,-89,-18,49
Mimulus exiguus,34.29278,-116.81722,10,3075,73,-88,-14,48
Mimulus exiguus,32.2,-116,51,4341,71,-56,39,46
Mimulus exiguus,32.2,-116.0125,51,4365,71,-57,40,46
Mimulus exiguus,34.25333,-116.90389,10,3033,75,-89,-20,49
Mimulus exiguus,34.3028,-116.8722,3,2688,73,-87,-28,48
Mimulus exiguus,34.3053,-116.8495,3,2682,72,-87,-28,48
Mimulus exiguus,34.33333,-116.83333,24,3705,76,-90,-4,47
Mimulus exiguus,30.96667,-115.6,61,4068,87,-59,13,51
Mimulus exiguus,34.3142,-116.9053,3,2691,73,-87,-28,47
Mimulus exiguus,34.3014299991212,-116.9187,5,2790,74,-88,-26,48
Mimulus filicaulis,37.7451499990865,-119.81589,11,2889,88,-94,-73,45
Mimulus filicaulis,37.90883,-119.81571,35,4071,87,-96,-43,45
Mimulus filicaulis,37.88417,-119.85,35,3993,88,-96,-47,45
Mimulus filicaulis,37.7608619536473,-119.865619023195,20,3297,89,-95,-69,45
Mimulus filicaulis,37.85139,-119.9675,43,4332,90,-96,-50,45
Mimulus filicaulis,37.83445,-119.85083,32,3918,89,-96,-52,45
Mimulus filicaulis,37.57,-119.73278,22,3282,90,-95,-68,46
Mimulus filicaulis,37.8506601043661,-119.85461987968,32,3915,89,-96,-52,45
Mimulus filicaulis,37.7320628572287,-119.829717829265,24,3444,89,-95,-66,45
Mimulus filicaulis,37.8218607233138,-119.854619522134,30,3759,89,-95,-58,45
Mimulus filicaulis,37.8136,-119.8631,35,3978,89,-96,-51,45
Mimulus filicaulis,37.9268,-119.8073,40,4485,88,-97,-35,45
Mimulus filicaulis,37.8379,-119.8391,32,3909,89,-96,-51,45
Mimulus filicaulis,37.6987,-119.7546,34,4008,89,-96,-51,45
Mimulus filicaulis,37.8611708458257,-119.730697112423,-3,2433,84,-94,-51,45
Mimulus filicaulis,37.15,-119.503,71,5877,94,-96,35,44
Mimulus filicaulis,37.7011,-120.0937,54,4845,93,-96,-32,46
Mimulus filicaulis,37.8929,-119.8418,30,3837,88,-95,-55,45
Mimulus filicaulis,37.76917,-119.80889,15,3072,88,-95,-69,45
Mimulus filicaulis,37.9364592986167,-119.72293786575,32,4143,86,-96,-35,45
Mimulus flemingii,34.0403999991244,-119.5755,118,5358,99,-86,47,60
Mimulus flemingii,34.0197557699063,-119.871076691697,121,5379,98,-87,58,61
Mimulus flemingii,32.8285,-118.3906,133,5679,98,-81,127,51
Mimulus flemingii,33.907499999126,-120.126,121,5148,98,-81,53,61
Mimulus flemingii,34.0009999991249,-120.0885,120,5226,99,-84,51,61
Mimulus flemingii,32.8539902432941,-118.411402166663,116,5262,95,-78,87,47
Mimulus flemingii,32.87278,-118.41917,126,5490,98,-80,110,49
Mimulus flemingii,34.001958046609,-119.624670960534,111,5187,98,-86,34,57
Mimulus flemingii,34.0164999991247,-119.8037,106,5004,98,-85,23,56
Mimulus flemingii,34.0599999991242,-119.9173,123,5421,98,-87,62,61
Mimulus flemingii,33.9859999991251,-119.697,116,5268,99,-86,45,59
Mimulus flemingii,34.0178559708972,-119.850676213273,120,5343,99,-87,54,60
Mimulus flemingii,33.9869999991251,-119.714,118,5277,99,-86,46,60
Mimulus flemingii,34.0169999991247,-119.6085,121,5412,98,-86,56,60
Mimulus flemingii,33.9969999991249,-119.612,116,5286,99,-85,43,58
Mimulus flemingii,34.0012999991249,-119.7513,116,5235,99,-85,43,59
Mimulus flemingii,34.01306,-119.78139,113,5151,99,-85,33,58
Mimulus flemingii,33.9679999991253,-119.7109,121,5394,98,-86,60,61
Mimulus flemingii,34.074799999124,-119.9135,118,5280,99,-87,46,60
Mimulus flemingii,34.0064999991248,-119.7241,116,5259,99,-85,42,59
Mimulus flemingii,34.0155999991247,-119.7229,108,5094,98,-86,27,57
Mimulus flemingii,34.0182999991247,-119.5961,116,5304,99,-85,44,59
Mimulus flemingii,34.0119999991248,-119.627,123,5508,98,-87,68,61
Mimulus flemingii,34.0289999991246,-119.591,110,5169,98,-86,29,57
Mimulus flemingii,32.8581,-118.4516,118,5295,97,-78,93,48
Mimulus flemingii,34.0286999991246,-119.697,123,5451,98,-86,60,60
Mimulus flemingii,33.9829999991251,-120.0314,118,5229,99,-84,51,60
Mimulus flemingii,34.0669999991241,-119.86,123,5445,98,-87,62,61
Mimulus flemingii,34.0099999991248,-119.416,126,5574,98,-87,76,61
Mimulus flemingii,32.8881,-118.45,106,5067,95,-78,69,48
Mimulus flemingii,32.8646,-118.4682,121,5352,96,-79,99,48
Mimulus flemingii,32.9,-118.5,123,5418,98,-78,106,47
Mimulus flemingii,33.9642999991253,-120.0693,116,5085,99,-84,42,61
Mimulus flemingii,34.0014999991249,-119.767,111,5091,98,-85,30,57
Mimulus flemingii,33.991699999125,-120.0646,121,5247,99,-85,53,61
Mimulus flemingii,33.9737999991252,-120.14,116,5058,99,-83,40,61
Mimulus flemingii,34.0169999991247,-119.687,123,5442,98,-87,61,61
Mimulus flemingii,33.9569999991254,-120.104,106,4851,98,-82,25,60
Mimulus flemingii,34.0372999991244,-119.7083,123,5496,98,-88,65,61
Mimulus flemingii,33.9853999991251,-120.0504,120,5214,99,-85,50,60
Mimulus flemingii,34.0079999991248,-120.0813,120,5214,99,-85,50,61
Mimulus flemingii,34.0499999991243,-119.8186,116,5280,99,-86,44,60
Mimulus flemingii,34.0079999991248,-119.87,118,5265,99,-86,47,60
Mimulus flemingii,34.0069999991248,-120.0555,123,5337,98,-85,61,61
Mimulus flemingii,34.0241,-119.5438,125,5517,98,-87,67,61
Mimulus flemingii,34.0139999991247,-120.07,120,5217,99,-85,50,61
Mimulus flemingii,34.0578999991242,-119.8306,120,5334,99,-87,50,60
Mimulus flemingii,34.0443999991244,-119.7432,118,5316,99,-87,45,60
Mimulus flemingii,34.0405999991244,-119.719,120,5355,99,-87,50,60
Mimulus flemingii,33.9969,-119.7249,121,5403,98,-86,59,60
Mimulus flemingii,32.9259,-118.4971,133,5736,97,-82,135,51
Mimulus flemingii,34.0524999991243,-119.7567,123,5490,98,-87,63,61
Mimulus flemingii,36.7781,-119.4178,74,6108,96,-95,71,44
Mimulus floribundus,33.76446,-116.74399,39,3873,77,-89,-16,49
Mimulus floribundus,33.11401,-116.79394,83,5400,84,-89,27,50
Mimulus floribundus,33.12179,-116.7866,96,5841,83,-90,47,50
Mimulus floribundus,32.69433,-116.69292,108,5955,87,-90,64,54
Mimulus floribundus,39.45218,-104.93433,-25,2973,61,86,20,42
Mimulus floribundus,33.34861,-117.02778,118,6399,87,-91,95,52
Mimulus floribundus,44.85592,-116.31404,-73,1935,49,-92,30,40
Mimulus floribundus,33.13972,-116.84008,108,6135,84,-90,62,51
Mimulus floribundus,32.5957,-116.49096,86,5370,81,-86,57,54
Mimulus floribundus,33.29413,-116.63978,73,5232,78,-88,46,48
Mimulus floribundus,39.85308,-105.37729,-55,1935,40,82,10,43
Mimulus floribundus,32.60193,-116.42242,76,5211,81,-83,52,51
Mimulus floribundus,33.41734,-116.9447,81,5379,84,-90,28,49
Mimulus floribundus,33.3888,-116.91161,70,4962,83,-90,12,49
Mimulus floribundus,33.81005,-116.77488,39,3867,77,-89,-17,49
Mimulus floribundus,33.37501,-116.61999,55,4554,77,-88,7,47
Mimulus floribundus,32.81945,-117.06654,131,6303,93,-90,98,53
Mimulus floribundus,33.11827,-116.72196,75,5193,81,-89,23,49
Mimulus floribundus,33.22611,-116.955,98,5817,86,-90,48,51
Mimulus floribundus,32.919,-116.8817,113,6030,89,-91,57,53
Mimulus floribundus,32.9831,-116.6939,86,5481,82,-89,35,51
Mimulus floribundus,33.08349,-117.12284,118,6114,91,-91,80,51
Mimulus floribundus,32.7114,-116.61098,80,5118,82,-88,33,52
Mimulus floribundus,33.68333,-116.71667,49,4197,77,-88,-7,50
Mimulus floribundus,49.30611,-114.88306,-86,1998,26,-69,1,35
Mimulus floribundus,47.11722,-120.81,-37,2631,64,-92,35,37
Mimulus floribundus,33.7,-116.7,54,4464,76,-88,5,49
Mimulus floribundus,33.0038,-116.7063,96,5826,83,-90,49,51
Mimulus floribundus,32.79139,-116.75167,108,5889,87,-90,54,54
Mimulus floribundus,32.6864,-116.7733,96,5445,87,-90,42,54
Mimulus floribundus,39.39972,-122.61278,54,4677,92,-93,-24,47
Mimulus floribundus,33.02,-116.5595,50,4332,79,-88,-13,47
Mimulus floribundus,40.99169,-118.09783,-27,2901,40,-74,84,42
Mimulus floribundus,39.8475,-121.39472,61,5316,92,-96,-73,44
Mimulus floribundus,39.83167,-121.41111,60,5220,93,-96,-77,44
Mimulus floribundus,39.99972,-121.27028,45,4704,91,-97,-73,47
Mimulus floribundus,32.67694,-116.84694,123,6234,90,-91,93,55
Mimulus floribundus,32.86917,-116.47556,48,4227,78,-86,-4,46
Mimulus floribundus,33.3308,-116.7129,71,5193,79,-88,36,48
Mimulus floribundus,32.82992,-116.74287,105,5850,86,-90,51,54
Mimulus floribundus,37.14,-112.6,-6,3636,40,-47,52,43
Mimulus floribundus,33.1236,-116.5503,78,5445,80,-88,48,49
Mimulus floribundus,39.85528,-120.06306,-4,3381,62,-93,61,44
Mimulus floribundus,39.4241699990743,-122.90361,53,4581,93,-93,-42,49
Mimulus floribundus,33.22783,-116.79607,64,4728,81,-89,4,48
Mimulus floribundus,32.83417,-116.86194,120,6219,90,-91,72,54
Mimulus floribundus,33.10134,-116.66153,65,4890,80,-89,16,49
Mimulus floribundus,43.4492,-117.8885,-50,2463,41,-82,61,41
Mimulus floribundus,33.2628,-116.81,79,5367,82,-89,27,49
Mimulus floribundus,45.18417,-118.75111,-37,2424,51,-91,24,41
Mimulus floribundus,32.87472,-116.74222,83,5172,84,-90,22,52
Mimulus floribundus,32.995,-116.54028,50,4323,79,-87,-11,47
Mimulus floribundus,42.445,-117.2066,-22,3285,41,-57,97,43
Mimulus floribundus,39.9477799990711,-120.20472,-22,2679,62,-94,67,44
Mimulus floribundus,40.1924999990698,-120.61306,-17,2829,73,-95,23,45
Mimulus floribundus,49.02611,-119.335,-76,2040,17,-8,69,33
Mimulus floribundus,50.81083,-120.48444,-79,1938,31,31,50,31
Mimulus floribundus,39.73415,-105.36255,-32,2625,54,83,15,44
Mimulus floribundus,27.07028,-107.69833,106,6024,82,65,-25,60
Mimulus floribundus,37.26778,-120.00139,68,5736,95,-97,47,45
Mimulus floribundus,37.15028,-120.50139,71,5922,95,-97,105,46
Mimulus floribundus,39.77866,-105.21076,-22,2931,56,79,21,42
Mimulus floribundus,41.1072199990653,-120.77778,-20,2613,60,-94,52,45
Mimulus floribundus,33.7583,-116.6917,37,3855,76,-88,-14,49
Mimulus floribundus,45.9286,-117.4506,0,3786,44,-84,25,39
Mimulus floribundus,49.33556,-119.75194,-54,2835,22,11,84,32
Mimulus floribundus,49.03889,-119.42222,-34,3453,20,-25,83,33
Mimulus floribundus,49.305,-119.62528,-40,3150,20,6,90,32
Mimulus floribundus,49.15139,-120.58611,-74,2226,31,-82,49,34
Mimulus floribundus,37.46,-119.92028,58,5091,93,-97,-17,46
Mimulus floribundus,39.5530599990735,-121.31167,61,5343,93,-97,-54,43
Mimulus floribundus,49,-121,-83,1308,43,-88,9,33
Mimulus floribundus,49.0875,-118.43333,-55,2655,20,-40,41,34
Mimulus floribundus,36.91222,-118.91417,-24,1587,80,-89,56,42
Mimulus floribundus,33.4342,-116.9503,79,5256,84,-90,22,49
Mimulus floribundus,39.35076,-104.76549,-24,3141,65,88,27,41
Mimulus floribundus,34.59139,-118.48944,71,5457,92,-90,62,42
Mimulus floribundus,49.13333,-114.38333,-88,1827,14,-22,1,35
Mimulus floribundus,37.3044,-112.1403,-12,3498,39,-10,81,42
Mimulus floribundus,39.74432,-105.20542,-15,3312,56,74,28,40
Mimulus floribundus,33.6199829970118,-117.620621550949,118,6021,86,-90,84,54
Mimulus floribundus,37.8511,-109.6003,-45,2790,36,7,41,36
Mimulus floribundus,33.6025599991299,-116.4609,65,5151,71,-83,57,48
Mimulus floribundus,39.8699999990716,-121.98694,74,5946,88,-97,24,44
Mimulus floribundus,40.87,-109.22,-61,2634,36,64,84,37
Mimulus floribundus,39.7232999990724,-121.4706,66,5523,92,-96,-53,43
Mimulus floribundus,28.00833,-111.04167,175,8802,92,62,182,48
Mimulus floribundus,39.3636099990747,-122.74917,4,2310,89,-88,-117,45
Mimulus floribundus,39.6719399990727,-121.98,71,5814,89,-96,29,46
Mimulus floribundus,40.3261,-119.9114,-6,3411,53,-91,104,43
Mimulus floribundus,39.7786099990721,-121.74833,71,5793,90,-97,-3,44
Mimulus floribundus,42.491,-119.3299,-13,2937,34,-47,83,44
Mimulus floribundus,41.9692,-117.8361,-27,3045,39,-63,90,43
Mimulus floribundus,39.3233,-119.7589,-10,3006,54,-91,78,45
Mimulus floribundus,40.5172,-119.8892,-6,3459,50,-90,108,43
Mimulus floribundus,32.76409,-116.57253,61,4638,80,-88,10,49
Mimulus floribundus,38.9761,-111.3814,-66,2166,16,45,60,38
Mimulus floribundus,40.38,-111.61,-70,1698,42,-96,16,36
Mimulus floribundus,27.13278,-107.56694,93,5424,78,69,-24,61
Mimulus floribundus,45.0209,-116.9008,-53,2805,48,-88,37,39
Mimulus floribundus,33.35925,-116.73675,66,4944,78,-89,25,48
Mimulus floribundus,43.6458,-118.1619,-40,2976,43,-80,90,40
Mimulus floribundus,43.6622,-118.1624,-40,2976,43,-80,90,40
Mimulus floribundus,40.57,-118.2,-35,2508,36,-75,79,42
Mimulus floribundus,41.60388,-119.31308,-37,2277,38,-79,61,42
Mimulus floribundus,38.75722,-116.57069,-50,1752,10,-38,61,43
Mimulus floribundus,40.3163899990691,-121.22667,-8,2946,82,-97,-15,47
Mimulus floribundus,46.5,-119.71667,-1,4035,50,-88,130,37
Mimulus floribundus,39.7474,-121.6414,71,5496,93,-95,-52,42
Mimulus floribundus,40.5839,-108.71555,-71,2499,28,66,73,38
Mimulus floribundus,49.13333,-114.03333,-86,1740,13,31,-2,35
Mimulus floribundus,40.2573,-121.8374,66,5367,86,-97,-25,44
Mimulus floribundus,46.31587,-120.30604,-2,4056,51,-90,129,38
Mimulus floribundus,33.32705,-116.89109,56,4434,82,-89,-16,46
Mimulus floribundus,33.48333,-117.3,111,6027,87,-90,79,51
Mimulus floribundus,37.28,-112.97,-18,3054,35,-34,50,42
Mimulus floribundus,45.3146,-117.3021,-70,1821,40,-81,33,40
Mimulus floribundus,33.73333,-116.74167,51,4329,77,-89,-2,50
Mimulus floribundus,33.7051,-117.3548,108,6204,87,-89,93,51
Mimulus floribundus,42.5488,-117.161,-22,3249,43,-57,94,42
Mimulus floribundus,43.41667,-113.51667,-76,2574,32,-68,92,35
Mimulus floribundus,41.9241,-111.64781,-90,1512,22,-92,32,37
Mimulus floribundus,47.58833,-119.36146,-27,3867,51,-83,131,32
Mimulus floribundus,42.67929,-116.75493,-55,2043,46,-86,71,42
Mimulus floribundus,45.2475,-121.1719,8,3810,62,-95,45,42
Mimulus floribundus,24.01108,-110.06678,158,7830,95,66,99,57
Mimulus floribundus,24,-110.05,165,8079,95,66,132,56
Mimulus floribundus,46.06963,-117.00955,13,4407,35,-52,54,37
Mimulus floribundus,42.3183,-117.8211,-32,2697,37,-61,79,43
Mimulus floribundus,33.7734,-116.6731,8,2598,72,-84,-45,47
Mimulus floribundus,47.10122,-117.95371,-17,3327,49,-92,69,38
Mimulus floribundus,47.44764,-120.65885,-40,2652,66,-92,29,37
Mimulus floribundus,45.8406,-119.2883,12,4281,58,-93,97,38
Mimulus floribundus,41.87186,-113.32416,-65,2286,18,-34,57,36
Mimulus floribundus,46.64714,-120.68211,-22,3270,58,-92,103,39
Mimulus floribundus,43.863,-117.7301,-37,3240,44,-79,96,38
